Depth (mbsf),GR,RHOB,RES,A16L,A40L,P16H,P28H,P40H,Vp
264.6832,75.33704,2.028205,1.084769,1.211312,1.254738,1.084644,1.130466,1.175938,1745.901
264.8356,72.85642,2.029188,1.01332,1.187263,1.245654,1.017545,1.049581,1.066092,1747.856
264.988,70.96223,2.026296,1.056329,1.17509,1.236117,0.91533,0.952954,0.930591,1747.65
265.1404,74.05672,2.028854,1.115788,1.167646,1.217769,0.927133,0.981746,1.025857,1745.838
265.2928,75.28672,2.050457,1.089933,1.152112,1.205826,1.011693,1.095445,1.107012,1745.794
265.4452,74.91875,2.05809,1.074565,1.151437,1.173393,1.163688,1.168342,1.15543,1747.408
265.5976,73.4025,2.050755,1.110226,1.131271,1.168823,1.239084,1.229443,1.212587,1747.964
265.75,73.94741,2.032047,1.115162,1.115386,1.168369,1.279409,1.241804,1.21718,1747.977
265.9024,76.06205,2.00551,1.109781,1.063327,1.144728,1.26709,1.257491,1.262698,1747.529
266.0548,77.40556,1.984416,1.492527,1.028937,1.139059,1.260846,1.259031,1.257394,1743.069
266.2072,81.04535,1.972864,1.49947,0.976071,1.085565,1.205822,1.156924,1.162673,1731.533
266.3596,82.8115,1.973439,1.461783,0.9469,1.073065,1.120991,1.059636,1.069953,1716.77
266.512,85.10056,1.978966,1.4488,0.934245,1.053678,1.104417,1.030752,0.912178,1702.616
266.6644,86.68583,1.97552,1.407395,0.91816,1.029626,1.11219,1.049341,0.97163,1692.036
266.8168,84.51548,1.977028,1.383317,0.926928,1.013584,1.101223,1.031358,1.015109,1684.827
266.9692,80.42049,1.984352,1.088274,0.92586,0.98738,1.091273,1.048926,1.039181,1680.098
267.1216,75.5349,1.99071,1.063318,0.930909,1.015759,1.04793,1.047636,1.003251,1679.969
267.274,73.99195,1.993095,1.33818,0.975554,1.101292,1.068293,1.051559,0.992343,1687.376
267.4264,77.67367,1.988666,1.317109,1.002612,1.032727,1.088928,1.072812,1.021165,1697.099
267.5788,77.53535,1.984663,1.243313,1.022928,1.051335,1.148943,1.131728,1.133634,1704.244
267.7312,80.34618,1.983093,1.258308,1.020715,1.077444,1.17974,1.186223,1.186942,1707.131
267.8836,81.03607,1.985705,1.095966,0.985008,1.081498,1.170604,1.191898,1.179314,1706
268.036,84.23499,1.995747,1.354929,1.031615,1.061659,1.199108,1.236528,1.253294,1703.155
268.1884,84.8042,2.003841,1.355303,1.018419,1.030392,1.129874,1.157827,1.167609,1703.764
268.3408,84.95094,2.009645,1.343991,1.102728,1.148361,1.144433,1.164823,1.187182,1706.655
268.4932,86.43679,2.018728,1.36163,1.152975,1.187532,1.264077,1.269914,1.278574,1707.86
268.6456,89.03888,2.028994,1.295438,1.159727,1.188067,1.279248,1.278202,1.274389,1709.373
268.798,87.76185,2.028933,1.275976,1.17134,1.18558,1.243659,1.248781,1.247747,1710.763
268.9504,86.76769,2.021988,1.261838,1.173785,1.202464,1.218773,1.223915,1.216621,1712.446
269.1028,83.43177,2.012973,1.271796,1.176972,1.225935,1.203024,1.204317,1.192449,1719.89
269.2552,83.52103,2.02054,1.406734,1.213005,1.238585,1.220464,1.215541,1.203581,1730.24
269.4076,82.03207,2.031148,1.527577,1.234022,1.243841,1.243799,1.233774,1.218556,1737.826
269.56,78.90794,2.048159,1.50404,1.270058,1.266822,1.311354,1.286685,1.279761,1742.378
269.7124,70.5772,2.053637,1.443081,1.292075,1.280071,1.393478,1.369622,1.370997,1740.601
