Depth (m),GR,RHOB,RES,A16L,A40L,P16H,P28H,P40H,Vp
140.2288,87.2328,1.869075,1.056611,1.03519,1.061206,1.028901,1.037966,1.043859,1531.203
140.3812,84.96867,1.858738,1.101478,1.03056,1.052914,1.037861,1.053661,1.055525,1532.505
140.5336,89.3092,1.841354,1.035553,1.026723,1.059297,1.035498,1.044572,1.049846,1532.13
140.686,93.17957,1.814749,1.031812,1.02372,1.077557,1.006905,1.02144,1.036544,1532.057
140.8384,95.00211,1.795687,1.09727,1.020998,1.074506,0.99961,1.015531,1.025013,1532.778
140.9908,83.8573,1.777425,1.113111,1.021248,1.060357,1.012422,1.021937,1.025326,1532.924
141.1432,86.49345,1.77788,1.057395,1.010544,1.056292,1.017384,1.02797,1.029825,1531.717
141.2956,86.02536,1.790245,1.110514,1.010076,1.059341,1.000028,1.011373,1.015692,1530.755
141.448,85.6625,1.782936,1.131687,1.010263,1.05782,1.00704,1.017775,1.021198,1530.629
141.6004,81.96851,1.797068,1.098858,1.002191,1.050999,0.989568,1.001443,1.007562,1530.609
141.7528,80.83998,1.800273,1.071997,1.00148,1.059136,0.978686,0.993014,0.999633,1530.81
141.9052,81.8524,1.811434,1.067034,1.00581,1.083471,0.983249,0.9982,1.004149,1531.359
142.0576,82.59615,1.787165,1.07291,1.000336,1.049923,0.988058,1.001536,1.003844,1531.778
142.21,79.74103,1.758527,1.086045,1.007145,1.074107,0.994225,1.006603,1.010134,1530.924
142.3624,81.85115,1.735765,1.090626,1.017315,1.066206,0.975416,0.998817,1.003501,1527.733
142.5148,86.17432,1.707341,1.014212,1.0281,1.088696,0.978582,1.000296,0.997786,1522.84
142.6672,87.80377,1.672528,1.111661,1.028297,1.10487,1.027343,1.035635,1.037411,1519.176
142.8196,85.20947,1.670216,1.121301,1.046946,1.0781,1.030046,1.040047,1.040871,1518.468
142.972,79.50649,1.695724,1.142355,1.067994,1.068801,1.038754,1.048848,1.051739,1519.291
143.1244,83.05074,1.737796,1.135761,1.074706,1.086091,1.026642,1.036359,1.034373,1520.274
143.2768,84.05309,1.736401,1.127914,1.078345,1.092714,1.022672,1.034391,1.03162,1520.976
143.4292,79.24481,1.697505,1.100111,1.058556,1.091256,1.027998,1.038023,1.040135,1520.766
143.5816,74.87408,1.684314,1.129851,1.056729,1.082412,1.059685,1.068696,1.066761,1520.023
143.734,79.994,1.700362,1.156607,1.041578,1.069034,1.041321,1.056381,1.061796,1520.951
143.8864,77.00534,1.729756,1.142548,1.024178,1.076688,1.008463,1.027178,1.032618,1523.565
144.0388,64.48271,1.750977,1.127675,1.012885,1.065454,0.975676,1.001074,1.011838,1525.664
144.1912,66.25452,1.748891,1.018587,1.002056,1.055484,0.957747,0.970993,0.971984,1526.895
144.3436,77.96272,1.772508,1.097374,0.992169,1.051556,0.948371,0.955781,0.952812,1527.552
144.496,82.40838,1.792594,1.016614,0.994639,1.026465,0.948507,0.958174,0.954171,1527.204
144.6484,90.63805,1.790883,0.982588,0.994175,1.036661,0.950458,0.957704,0.95594,1526.186
144.8008,89.41693,1.787024,1.077439,0.979922,1.048532,0.969019,0.974653,0.980428,1526.324
144.9532,90.08935,1.779434,1.059813,0.98629,1.051814,0.972785,0.979546,0.990273,1528.802
145.1056,88.18271,1.792794,1.065079,0.981808,1.021968,0.970768,0.979509,0.990218,1532.42
145.258,83.35131,1.78574,1.038679,0.989401,1.015673,0.960536,0.978658,0.977838,1534.305
