Depth (mbsf),GR,RHOB,RES,A16L,A40L,P16H,P28H,P40H,Vp
287.086,72.72379,2.007545,2.477862,3.079965,3.900148,2.854099,3.485743,4.166883,1671.886
287.2384,71.4622,2.008767,2.391546,3.009514,3.751984,2.80193,3.450964,4.139988,1669.132
287.3908,68.44419,2.006221,2.443377,2.998034,3.746584,2.713001,3.429023,4.183613,1663.219
287.5432,68.27134,2.006528,2.499352,2.919264,3.601361,2.538539,3.206718,4.075324,1660.367
287.6956,66.56582,1.998129,3.076531,2.921813,3.62197,2.491464,3.156797,4.134742,1656.665
287.848,66.33438,1.997326,2.751895,2.977121,3.67444,2.545145,3.308856,4.242353,1655.295
288.0004,67.81978,1.996658,2.907589,2.965822,3.6746,2.669506,3.541538,4.442026,1660.152
288.1528,71.92112,2.010411,2.817469,2.955102,3.676579,2.713791,3.626046,4.457692,1670.677
288.3052,74.47437,2.020247,2.640423,2.95594,3.683869,2.701294,3.458194,4.21427,1677.898
288.4576,74.50828,2.020225,2.739192,2.951204,3.591592,2.993398,3.846603,4.765947,1677.505
288.61,70.70951,2.019114,2.702354,2.981945,3.619096,3.196811,4.462281,5.956736,1669.893
288.7624,66.55098,2.015123,2.749482,3.01239,3.697806,3.279526,4.814319,6.48808,1660.837
288.9148,66.25728,2.017956,2.759742,3.008155,3.661611,3.242547,4.76695,6.659622,1659.15
289.0672,67.3122,2.02302,2.594337,3.154172,3.678336,3.286237,4.719272,6.347036,1661.918
289.2196,68.1498,2.016616,3.029129,3.269559,3.660944,3.561436,5.043478,6.72101,1662.54
289.372,67.28783,2.01067,3.200879,3.387234,3.675893,3.808804,5.559931,7.819796,1661.098
289.5244,68.98351,2.007463,3.79202,3.532168,3.71582,3.954921,6.086398,9.041489,1663.357
289.6768,70.34394,2.014291,4.483397,3.58875,3.757069,3.904077,6.205012,9.211387,1667.028
289.8292,69.76479,2.020251,3.931015,3.594925,3.768747,3.775841,6.192468,9.054787,1666.986
289.9816,67.85192,2.020647,3.738571,3.663021,3.800825,3.639451,5.834033,8.211601,1663.761
290.134,66.36668,2.023114,2.932944,3.587466,3.712084,3.51683,5.206046,6.833826,1662.454
290.2864,69.7523,2.025216,2.085715,3.476706,3.596629,3.270787,4.880052,6.299736,1668.045
290.4388,71.56476,2.022954,2.632234,3.512544,3.6004,3.987625,5.734559,7.279451,1671.95
290.5912,71.77499,2.01127,3.211949,3.525143,3.564334,4.745963,6.954745,9.27632,1669.431
290.7436,68.95847,1.988513,3.61121,3.455497,3.432148,5.114931,7.602648,10.70853,1659.428
290.896,65.50881,1.96363,3.930147,3.415691,3.412886,5.180079,7.804653,11.39063,1648.593
291.0484,65.40618,1.957487,3.19593,3.404478,3.188734,5.200572,8.226951,12.4004,1645.538
291.2008,65.73058,1.963483,3.410949,3.374547,3.218332,5.24293,8.29967,12.80405,1647.144
