Depth (m),GR,RHOB,RES,A16L,A40L,P16H,P28H,P40H,Vp
79.2708,105.4252,1.741328,0.988394,0.96227,1.01317,0.920501,0.924196,0.924771,1516.929
79.4232,100.4051,1.748287,1.006137,0.964947,0.999268,0.932956,0.938596,0.941772,1516.899
79.5756,98.15765,1.768106,1.015525,0.971533,1.011853,0.952832,0.962885,0.966866,1516.731
79.728,99.7622,1.781406,0.994593,0.974019,1.006006,0.951586,0.95855,0.961694,1516.201
79.8804,96.23976,1.788514,1.003277,0.984542,1.00365,0.955326,0.963608,0.965254,1515.448
80.0328,101.3472,1.784365,0.974746,0.977405,0.990483,0.965317,0.974604,0.975571,1514.988
80.1852,97.88993,1.777391,0.981574,0.974432,1.000335,0.942948,0.950541,0.947787,1515.007
80.3376,101.5477,1.770365,0.983445,0.976682,0.994043,0.944321,0.949054,0.948666,1515.405
80.49,103.1252,1.763405,0.993474,0.97192,1.00114,0.953294,0.958332,0.964421,1516.112
80.6424,98.42716,1.754086,0.999921,0.966579,0.985704,0.961581,0.969007,0.974158,1516.87
80.7948,101.0364,1.755771,1.000066,0.962151,0.985677,0.951252,0.955694,0.958349,1517.078
80.9472,98.70998,1.75269,0.992571,0.95493,0.982317,0.952908,0.963481,0.974595,1516.431
81.0996,102.1302,1.775131,0.954792,0.949249,0.97719,0.946367,0.956388,0.959388,1515.419
81.252,100.2746,1.775903,0.970765,0.944213,0.983538,0.93109,0.947392,0.954408,1514.462
81.4044,99.46249,1.768134,0.971405,0.953913,0.985042,0.913771,0.924283,0.926384,1513.652
81.5568,104.4296,1.742595,0.978557,0.952809,0.985639,0.916584,0.928364,0.931362,1512.999
81.7092,105.5811,1.735236,0.976641,0.958701,0.974284,0.938632,0.943233,0.941775,1512.492
81.8616,105.659,1.728032,0.969885,0.966749,0.996653,0.952129,0.957098,0.963666,1512.417
82.014,107.4895,1.731868,0.995505,0.967824,1.005003,0.961241,0.967583,0.976267,1513.047
82.1664,111.9284,1.757232,1.04494,0.977164,0.997848,0.974973,0.985301,0.994257,1514.089
82.3188,109.8424,1.786399,1.034164,0.965963,0.999071,0.971668,0.973628,0.974709,1515.323
82.4712,108.1049,1.802076,1.027508,0.975177,1.02061,0.957035,0.966896,0.966092,1516.751
82.6236,109.4797,1.7831,1.021327,0.978247,1.004138,0.955204,0.967873,0.971608,1517.94
82.776,109.5537,1.777395,1.02928,0.981742,1.005357,0.959648,0.971943,0.968189,1518.159
82.9284,104.5125,1.772671,1.033022,0.973691,1.01051,0.97146,0.981493,0.99319,1517
83.0808,109.1662,1.794914,1.005024,0.96459,1.002373,0.967487,0.973557,0.984836,1514.81
